FIPS,state,county,buildings,minimal_exposure,indirect_exposure,direct_exposure,burn_probability,wildfire_risk,population,svi,svi_socioeconomic,svi_household,svi_minority,svi_housing_transport,county_label,svi_quartile,high_high,compound_priority
48111,TX,"Dallam County, TX",6186,0.131910766,0.508729389,0.359359845,0.901,0.897,7165,0.6039,0.6637,0.2568,0.8842,0.5313,"Dallam County, TX",Q3,FALSE,0.7504500000000001
48113,TX,"Dallas County, TX",764962,0.791598798,0.064577064,0.143824138,0.504,0.493,2604053,0.8925,0.9271,0.7184,0.9685,0.7171,"Dallas County, TX",Q4: Most vulnerable,FALSE,0.69275
48115,TX,"Dawson County, TX",8943,0.724477245,0.032874874,0.242647881,0.704,0.752,12342,0.9876,0.9981,0.9338,0.9551,0.7709,"Dawson County, TX",Q4: Most vulnerable,TRUE,0.8698
48117,TX,"Deaf Smith County, TX",12384,0.583171835,0.057412791,0.359415375,0.905,0.906,18585,0.7245,0.6615,0.8206,0.9793,0.3885,"Deaf Smith County, TX",Q3,FALSE,0.81525
48119,TX,"Delta County, TX",5272,3.79363e-4,0.16483308,0.834787557,0.646,0.622,5278,0.3665,0.5985,0.4101,0.5597,0.0818,"Delta County, TX",Q2,FALSE,0.49424999999999997
48121,TX,"Denton County, TX",309676,0.484861597,0.275084282,0.240054121,0.727,0.725,914870,0.3796,0.3051,0.3684,0.825,0.3357,"Denton County, TX",Q2,FALSE,0.5523
48123,TX,"DeWitt County, TX",20364,0,0.278432528,0.721567472,0.651,0.634,19826,0.8441,0.7887,0.5418,0.8508,0.9096,"DeWitt County, TX",Q4: Most vulnerable,FALSE,0.73905
48125,TX,"Dickens County, TX",3149,0.01683074,0.293744046,0.689425214,0.918,0.934,1570,0.7588,0.8431,0.9446,0.7938,0.1508,"Dickens County, TX",Q4: Most vulnerable,TRUE,0.8464
48127,TX,"Dimmit County, TX",9452,0.032691494,0.411658908,0.555649598,0.697,0.733,8672,0.9994,0.9812,0.9971,0.994,0.9631,"Dimmit County, TX",Q4: Most vulnerable,FALSE,0.8662
48129,TX,"Donley County, TX",4622,2.16357e-4,0.349632194,0.65015145,0.979,0.972,3298,0.3353,0.4957,0.0608,0.5711,0.4006,"Donley County, TX",Q2,FALSE,0.65365
48131,TX,"Duval County, TX",11187,0,0.367480111,0.632519889,0.759,0.768,9960,0.9768,0.8925,0.9841,0.9936,0.9045,"Duval County, TX",Q4: Most vulnerable,TRUE,0.8724000000000001
48133,TX,"Eastland County, TX",19001,0.012051997,0.30003684,0.687911163,0.875,0.876,17812,0.8616,0.7467,0.9131,0.5679,0.8797,"Eastland County, TX",Q4: Most vulnerable,TRUE,0.8688
48135,TX,"Ector County, TX",84520,0.515073355,0.115073355,0.369853289,0.813,0.72,162300,0.9421,0.9364,0.7906,0.9618,0.8645,"Ector County, TX",Q4: Most vulnerable,FALSE,0.8310500000000001
48137,TX,"Edwards County, TX",5450,0,0.131743119,0.868256881,0.778,0.787,1380,0.6844,0.8492,0.8008,0.8756,0.1079,"Edwards County, TX",Q3,FALSE,0.7357
48139,TX,"Ellis County, TX",95728,0.128697978,0.258795755,0.612506268,0.67,0.679,195509,0.5695,0.4801,0.755,0.8171,0.3522,"Ellis County, TX",Q3,FALSE,0.62425
48141,TX,"El Paso County, TX",303832,0.491715817,0.376471208,0.131812976,0.324,0.325,863832,0.9825,0.9898,0.9182,0.992,0.8145,"El Paso County, TX",Q4: Most vulnerable,FALSE,0.65375
48143,TX,"Erath County, TX",32759,6.1052e-5,0.244177173,0.755761775,0.905,0.917,42788,0.7996,0.9061,0.1454,0.6316,0.9198,"Erath County, TX",Q4: Most vulnerable,TRUE,0.8583000000000001
48145,TX,"Falls County, TX",15493,0.046214419,0.291680114,0.662105467,0.538,0.537,17013,0.972,0.9803,0.5132,0.8734,0.992,"Falls County, TX",Q4: Most vulnerable,FALSE,0.7545
48147,TX,"Fannin County, TX",27966,0.002753343,0.207466209,0.789780448,0.646,0.632,36052,0.643,0.7047,0.3519,0.5759,0.6713,"Fannin County, TX",Q3,FALSE,0.6375
48149,TX,"Fayette County, TX",32572,0.002763109,0.150804372,0.846432519,0.545,0.527,24564,0.5234,0.3471,0.5883,0.6685,0.6185,"Fayette County, TX",Q3,FALSE,0.5252
48151,TX,"Fisher County, TX",5280,0.278977273,0.122537879,0.598484848,0.857,0.877,3680,0.4248,0.328,0.9644,0.7735,0.0433,"Fisher County, TX",Q2,FALSE,0.6509
48153,TX,"Floyd County, TX",6475,0.502393822,0.078610039,0.418996139,0.897,0.922,5386,0.7722,0.7865,0.9895,0.9405,0.1024,"Floyd County, TX",Q4: Most vulnerable,TRUE,0.8471
48155,TX,"Foard County, TX",1965,0.042239186,0.38524173,0.572519084,0.868,0.901,1075,0.6071,0.9335,0.4257,0.6936,0.0951,"Foard County, TX",Q3,FALSE,0.75405
48157,TX,"Fort Bend County, TX",291336,0.555104759,0.299324491,0.14557075,0.662,0.614,832607,0.4515,0.3824,0.5431,0.959,0.2393,"Fort Bend County, TX",Q2,FALSE,0.5327500000000001
48159,TX,"Franklin County, TX",9680,0.009917355,0.156301653,0.833780992,0.712,0.674,10445,0.3821,0.3863,0.79990000000000006,0.5797,0.0964,"Franklin County, TX",Q2,FALSE,0.52805
48161,TX,"Freestone County, TX",18611,0.00290151,0.238890978,0.758207512,0.738,0.712,19599,0.8088,0.6297,0.9418,0.7321,0.6917,"Freestone County, TX",Q4: Most vulnerable,FALSE,0.7604
48163,TX,"Frio County, TX",12397,0.037105751,0.371702831,0.591191417,0.832,0.829,18151,0.9698,0.832,0.8498,0.9876,0.9965,"Frio County, TX",Q4: Most vulnerable,TRUE,0.8994
48165,TX,"Gaines County, TX",15834,0.110774283,0.34716433,0.542061387,0.819,0.833,21523,0.6745,0.5985,0.7836,0.8403,0.4429,"Gaines County, TX",Q3,FALSE,0.7537499999999999
48167,TX,"Galveston County, TX",160260,0.592530887,0.206339698,0.201129415,0.871,0.886,350801,0.7378,0.7028,0.6172,0.8304,0.6551,"Galveston County, TX",Q3,FALSE,0.8119000000000001
48169,TX,"Garza County, TX",4636,0.027610009,0.459016393,0.513373598,0.938,0.946,5735,0.6984,0.8447,0.2456,0.9185,0.4925,"Garza County, TX",Q3,FALSE,0.8222
48171,TX,"Gillespie County, TX",29352,0,0.184825566,0.815174434,0.764,0.778,26953,0.6392,0.5472,0.6379,0.636,0.6513,"Gillespie County, TX",Q3,FALSE,0.7086
48173,TX,"Glasscock County, TX",2729,0.106632466,0.26016856,0.633198974,0.88,0.864,1068,0.2784,0.2536,0.5625,0.7366,0.1187,"Glasscock County, TX",Q2,FALSE,0.5711999999999999
48175,TX,"Goliad County, TX",8293,2.41167e-4,0.115036778,0.884722055,0.794,0.768,7092,0.5243,0.5033,0.574,0.8066,0.3198,"Goliad County, TX",Q3,FALSE,0.64615
48177,TX,"Gonzales County, TX",20821,0,0.225973776,0.774026224,0.641,0.629,19736,0.9087,0.6567,0.978,0.9195,0.8956,"Gonzales County, TX",Q4: Most vulnerable,FALSE,0.76885
48179,TX,"Gray County, TX",16348,0.285906533,0.450880842,0.263212625,0.993,0.988,21272,0.8645,0.9268,0.8346,0.7684,0.5593,"Gray County, TX",Q4: Most vulnerable,TRUE,0.92625
48181,TX,"Grayson County, TX",81611,0.050177059,0.302594013,0.647228927,0.69,0.689,137008,0.6888,0.5905,0.7989,0.6249,0.588,"Grayson County, TX",Q3,FALSE,0.6889
48183,TX,"Gregg County, TX",60577,0.361820493,0.384419829,0.253759678,0.574,0.567,124245,0.8731,0.7677,0.8444,0.8212,0.8565,"Gregg County, TX",Q4: Most vulnerable,FALSE,0.72005
48185,TX,"Grimes County, TX",24863,8.0441e-5,0.17254555,0.82737401,0.667,0.647,29442,0.8676,0.8377,0.7786,0.8008,0.7836,"Grimes County, TX",Q4: Most vulnerable,FALSE,0.7573000000000001
48187,TX,"Guadalupe County, TX",84694,0.385198479,0.119996694,0.494804827,0.633,0.628,173828,0.5256,0.3939,0.643,0.8797,0.4031,"Guadalupe County, TX",Q3,FALSE,0.5768
48189,TX,"Hale County, TX",20670,0.596129657,0.12191582,0.281954523,0.753,0.776,32525,0.9332,0.9176,0.8921,0.9532,0.7744,"Hale County, TX",Q4: Most vulnerable,TRUE,0.8546
48191,TX,"Hall County, TX",3736,0.008297645,0.531316916,0.460385439,0.894,0.909,2847,0.8689,0.8527,0.9943,0.8438,0.2969,"Hall County, TX",Q4: Most vulnerable,TRUE,0.88895
48193,TX,"Hamilton County, TX",11241,0,0.184325238,0.815674762,0.887,0.898,8244,0.6634,0.6029,0.9637,0.4763,0.314,"Hamilton County, TX",Q3,FALSE,0.7807
48195,TX,"Hansford County, TX",5229,0.589787722,0.06463951,0.345572767,0.89,0.885,5270,0.4836,0.6036,0.3859,0.8781,0.1839,"Hansford County, TX",Q2,FALSE,0.6843
48197,TX,"Hardeman County, TX",4523,0.00906478,0.521114305,0.469820915,0.849,0.885,3541,0.4222,0.3952,0.874,0.735,0.0668,"Hardeman County, TX",Q2,FALSE,0.6536
48199,TX,"Hardin County, TX",41984,5.00191e-4,0.246808308,0.752691502,0.809,0.78,56576,0.6465,0.5285,0.9017,0.4537,0.5256,"Hardin County, TX",Q3,FALSE,0.7132499999999999
48201,TX,"Harris County, TX",1476161,0.807673418,0.135361929,0.056964654000000003,0.616,0.582,4726177,0.9201,0.965,0.7458,0.9672,0.7089,"Harris County, TX",Q4: Most vulnerable,FALSE,0.75105
48203,TX,"Harrison County, TX",43087,0.037644765,0.314363961,0.647991273,0.599,0.589,69098,0.9036,0.7983,0.9602,0.7646,0.8008,"Harrison County, TX",Q4: Most vulnerable,FALSE,0.7463
48205,TX,"Hartley County, TX",4342,0.023030861,0.430677107,0.546292031,0.834,0.833,5369,0.4683,0.4458,0.1346,0.7843,0.6163,"Hartley County, TX",Q2,FALSE,0.65065
48207,TX,"Haskell County, TX",7780,0.319023136,0.155526992,0.525449871,0.813,0.834,5408,0.812,0.8829,0.8896,0.741,0.3563,"Haskell County, TX",Q4: Most vulnerable,TRUE,0.823
48209,TX,"Hays County, TX",101590,0.065577321,0.316665026,0.617757653,0.713,0.735,245351,0.6723,0.7089,0.1804,0.8673,0.7432,"Hays County, TX",Q3,FALSE,0.70365
48211,TX,"Hemphill County, TX",4866,0,0.373818331,0.626181669,0.998,0.994,3371,0.5577,0.3818,0.9033,0.7668,0.3182,"Hemphill County, TX",Q3,FALSE,0.7758499999999999
48213,TX,"Henderson County, TX",57707,0.145978824,0.217200686,0.63682049,0.711,0.683,82627,0.8291,0.8361,0.6542,0.5953,0.8186,"Henderson County, TX",Q4: Most vulnerable,FALSE,0.75605
48215,TX,"Hidalgo County, TX",314450,0.729104786,0.026194944,0.24470027,0.769,0.764,873167,0.9841,0.999,0.8855,0.9975,0.7515,"Hidalgo County, TX",Q4: Most vulnerable,TRUE,0.87405
48217,TX,"Hill County, TX",30460,0.075082075,0.218450427,0.706467498,0.777,0.785,36138,0.8562,0.7292,0.945,0.6806,0.7779,"Hill County, TX",Q4: Most vulnerable,TRUE,0.8206
48219,TX,"Hockley County, TX",15879,0.547074753,0.128975376,0.323949871,0.859,0.854,21495,0.93,0.8365,0.9494,0.8941,0.8311,"Hockley County, TX",Q4: Most vulnerable,TRUE,0.892
48221,TX,"Hood County, TX",39445,0.190949423,0.204690075,0.604360502,0.921,0.931,62459,0.525,0.5243,0.4244,0.4871,0.559,"Hood County, TX",Q3,FALSE,0.728
48223,TX,"Hopkins County, TX",27597,0.099394862,0.162698844,0.737906294,0.665,0.64,37008,0.7525,0.7811,0.7296,0.6449,0.5488,"Hopkins County, TX",Q4: Most vulnerable,FALSE,0.69625
48225,TX,"Houston County, TX",19548,0.024759566,0.198690403,0.776550031,0.715,0.685,22107,0.9625,0.9195,0.8699,0.7836,0.9672,"Houston County, TX",Q4: Most vulnerable,FALSE,0.82375
48227,TX,"Howard County, TX",21599,0.321264873,0.285800269,0.392934858,0.855,0.86,34488,0.8816,0.777,0.7684,0.8877,0.9224,"Howard County, TX",Q4: Most vulnerable,TRUE,0.8708
48229,TX,"Hudspeth County, TX",3754,0.083910495,0.211774108,0.704315397,0.434,0.461,3329,0.9943,0.985,0.8603,0.9863,0.9835,"Hudspeth County, TX",Q4: Most vulnerable,FALSE,0.72765
48231,TX,"Hunt County, TX",65371,0.050404614,0.220265867,0.729329519,0.642,0.638,101596,0.8746,0.825,0.7038,0.6828,0.9322,"Hunt County, TX",Q4: Most vulnerable,FALSE,0.7563
48233,TX,"Hutchinson County, TX",16633,0.003907894,0.726928395,0.26916371100000003,0.998,0.994,20595,0.3245,0.4416,0.6421,0.6872,0.0452,"Hutchinson County, TX",Q2,FALSE,0.65925
48235,TX,"Irion County, TX",2508,0,0.276714514,0.723285486,0.989,0.982,1561,0.2962,0.4047,0.2838,0.6389,0.1549,"Irion County, TX",Q2,FALSE,0.6391
48237,TX,"Jack County, TX",10495,9.5283e-5,0.219628394,0.780276322,0.959,0.96,8588,0.9418,0.9491,0.7191,0.5927,0.9691,"Jack County, TX",Q4: Most vulnerable,TRUE,0.9509
48239,TX,"Jackson County, TX",13572,0.064176245,0.262673151,0.673150604,0.719,0.683,15010,0.8094,0.7385,0.8333,0.8059,0.664,"Jackson County, TX",Q4: Most vulnerable,FALSE,0.7462
48241,TX,"Jasper County, TX",28660,0.003558967,0.173691556,0.822749477,0.816,0.785,33032,0.8737,0.8979,0.6271,0.6223,0.9074,"Jasper County, TX",Q4: Most vulnerable,TRUE,0.82935
48243,TX,"Jeff Davis County, TX",3667,0,0.193346059,0.806653941,0.974,0.975,1992,0.4738,0.5046,0.4725,0.5558,0.3602,"Jeff Davis County, TX",Q2,FALSE,0.7243999999999999
48245,TX,"Jefferson County, TX",127576,0.569730984,0.268294977,0.161974039,0.935,0.955,254942,0.9723,0.9313,0.924,0.9259,0.929,"Jefferson County, TX",Q4: Most vulnerable,TRUE,0.96365
48247,TX,"Jim Hogg County, TX",4539,0,0.460013219,0.539986781,0.811,0.823,4830,0.6427,0.8991,0.1941,0.9933,0.2294,"Jim Hogg County, TX",Q3,FALSE,0.73285
48249,TX,"Jim Wells County, TX",26386,0.211020996,0.211930569,0.577048435,0.786,0.777,39060,0.9491,0.9415,0.9822,0.9847,0.5431,"Jim Wells County, TX",Q4: Most vulnerable,TRUE,0.8630500000000001
48251,TX,"Johnson County, TX",98201,0.123623996,0.190924736,0.685451268,0.881,0.892,182690,0.6284,0.5511,0.6083,0.6911,0.6083,"Johnson County, TX",Q3,FALSE,0.7602
48253,TX,"Jones County, TX",14833,0.178386031,0.294545945,0.527068024,0.837,0.851,19758,0.5829,0.7722,0.2265,0.8075,0.3633,"Jones County, TX",Q3,FALSE,0.71695
48255,TX,"Karnes County, TX",14285,0,0.31760588,0.68239412,0.619,0.621,14805,0.9367,0.8155,0.6042,0.9491,0.9978,"Karnes County, TX",Q4: Most vulnerable,FALSE,0.77885
48257,TX,"Kaufman County, TX",76706,0.033608844,0.366464162,0.599926994,0.667,0.66,149773,0.7089,0.7076,0.7006,0.8225,0.4629,"Kaufman County, TX",Q3,FALSE,0.68445
48259,TX,"Kendall County, TX",28851,0,0.228518942,0.771481058,0.746,0.763,45376,0.3411,0.2809,0.4152,0.6624,0.321,"Kendall County, TX",Q2,FALSE,0.55205
48261,TX,"Kenedy County, TX",850,0,0.031764706,0.968235294,0.879,0.856,116,0.6678,0.6449,0.9917,1,0.0426,"Kenedy County, TX",Q3,FALSE,0.7619
48263,TX,"Kent County, TX",1670,0.001197605,0.25748503,0.741317365,0.941,0.952,635,0.2393,0.1486,0.7531,0.4779,0.146,"Kent County, TX",Q1: Least vulnerable,FALSE,0.59565
48265,TX,"Kerr County, TX",37182,0.029906944,0.250497553,0.719595503,0.741,0.761,52810,0.7442,0.6322,0.5733,0.7105,0.8393,"Kerr County, TX",Q3,FALSE,0.7525999999999999
48267,TX,"Kimble County, TX",7201,0,0.226774059,0.773225941,0.684,0.714,4316,0.4948,0.531,0.566,0.6532,0.2714,"Kimble County, TX",Q2,FALSE,0.6044
48269,TX,"King County, TX",602,0,0.096345515,0.903654485,0.92,0.942,216,0.4438,0.6764,0.8056,0.7464,0.0092,"King County, TX",Q2,FALSE,0.6929
48271,TX,"Kinney County, TX",3862,0,0.50129466600000006,0.498705334,0.585,0.611,3157,0.6265,0.4855,0.9313,0.9427,0.2364,"Kinney County, TX",Q3,FALSE,0.6187499999999999
48273,TX,"Kleberg County, TX",16331,0.224603515,0.418651644,0.356744841,0.842,0.82,30860,0.9924,0.9936,0.8221,0.9819,0.9704,"Kleberg County, TX",Q4: Most vulnerable,TRUE,0.9061999999999999
48275,TX,"Knox County, TX",4248,0.416431262,0.130885122,0.452683616,0.749,0.808,3333,0.6564,0.65,0.9205,0.8171,0.189,"Knox County, TX",Q3,FALSE,0.7322
48277,TX,"Lamar County, TX",34626,0.130739906,0.146652804,0.722607289,0.741,0.709,50149,0.8536,0.7856,0.9752,0.6373,0.601,"Lamar County, TX",Q4: Most vulnerable,FALSE,0.7813
48279,TX,"Lamb County, TX",11128,0.327731848,0.32278936,0.349478792,0.92,0.915,13024,0.8221,0.6818,0.9885,0.9332,0.3888,"Lamb County, TX",Q4: Most vulnerable,TRUE,0.86855
48281,TX,"Lampasas County, TX",17201,0,0.223417243,0.776582757,0.84,0.845,21829,0.658,0.6774,0.8094,0.6599,0.3474,"Lampasas County, TX",Q3,FALSE,0.7515000000000001
48283,TX,"La Salle County, TX",7303,0,0.370258798,0.62974120200000006,0.774,0.791,6965,0.9128,0.9631,0.6557,0.9952,0.7356,"La Salle County, TX",Q4: Most vulnerable,TRUE,0.8519
48285,TX,"Lavaca County, TX",25971,0,0.185514612,0.814485388,0.562,0.538,20379,0.5752,0.4184,0.8298,0.6449,0.4823,"Lavaca County, TX",Q3,FALSE,0.5566
48287,TX,"Lee County, TX",17606,5.6799e-5,0.167954107,0.831989095,0.645,0.624,17543,0.7856,0.6398,0.7677,0.7598,0.7983,"Lee County, TX",Q4: Most vulnerable,FALSE,0.7048
48289,TX,"Leon County, TX",19732,0.002381918,0.1486418,0.848976282,0.669,0.642,15928,0.6974,0.6233,0.9758,0.6102,0.2673,"Leon County, TX",Q3,FALSE,0.6697
48291,TX,"Liberty County, TX",53550,6.34921e-4,0.169169001,0.830196078,0.762,0.723,93523,0.9739,0.9758,0.8053,0.8139,0.9564,"Liberty County, TX",Q4: Most vulnerable,FALSE,0.8484499999999999
48293,TX,"Limestone County, TX",19888,0.009402655,0.255681818,0.734915527,0.71,0.706,22222,0.9065,0.8196,0.9714,0.8199,0.7152,"Limestone County, TX",Q4: Most vulnerable,FALSE,0.8062499999999999
48295,TX,"Lipscomb County, TX",4185,0,0.387096774,0.612903226,0.993,0.988,3038,0.7703,0.6472,0.9835,0.7922,0.3388,"Lipscomb County, TX",Q4: Most vulnerable,TRUE,0.87915
48297,TX,"Live Oak County, TX",15690,0.026195029,0.237539834,0.736265137,0.733,0.738,11374,0.9039,0.7665,0.7267,0.8686,0.9809,"Live Oak County, TX",Q4: Most vulnerable,FALSE,0.8209500000000001
48299,TX,"Llano County, TX",24268,0.05315642,0.28926982,0.65757376,0.824,0.817,21637,0.6192,0.6984,0.7731,0.4445,0.3452,"Llano County, TX",Q3,FALSE,0.7181
48301,TX,"Loving County, TX",1168,0,0.120719178,0.879280822,0.614,0.63,96,0.4356,0,0.9866,0.0579,0.9828,"Loving County, TX",Q2,FALSE,0.5327999999999999
48303,TX,"Lubbock County, TX",135889,0.817608489,0.008094842,0.174296669,0.61,0.656,311509,0.8422,0.8177,0.5005,0.8632,0.8613,"Lubbock County, TX",Q4: Most vulnerable,FALSE,0.7491
48305,TX,"Lynn County, TX",5509,0.500998366,0.119259394,0.37974224,0.747,0.771,5619,0.6898,0.8317,0.9459,0.8686,0.0442,"Lynn County, TX",Q3,FALSE,0.7303999999999999
48307,TX,"McCulloch County, TX",9478,0,0.338784554,0.661215446,0.833,0.835,7638,0.7897,0.9154,0.8909,0.7607,0.2049,"McCulloch County, TX",Q4: Most vulnerable,TRUE,0.8123499999999999
48309,TX,"McLennan County, TX",114751,0.372746207,0.120199388,0.507054405,0.735,0.757,261090,0.8861,0.8521,0.7951,0.8346,0.8333,"McLennan County, TX",Q4: Most vulnerable,TRUE,0.82155
48311,TX,"McMullen County, TX",3383,2.95596e-4,0.118829441,0.880874963,0.75,0.77,670,0.8104,0.6933,0.9952,0.9236,0.2689,"McMullen County, TX",Q4: Most vulnerable,TRUE,0.7902
48313,TX,"Madison County, TX",11247,0,0.234729261,0.765270739,0.721,0.684,13556,0.9131,0.714,0.6914,0.8501,0.9987,"Madison County, TX",Q4: Most vulnerable,FALSE,0.7985500000000001
48315,TX,"Marion County, TX",8126,0.003691853,0.188038395,0.808269751,0.602,0.591,9668,0.7315,0.7821,0.7983,0.6599,0.4088,"Marion County, TX",Q3,FALSE,0.66125
48317,TX,"Martin County, TX",6167,0.288633047,0.108804929,0.602562024,0.822,0.813,5228,0.5966,0.6618,0.6437,0.9045,0.2199,"Martin County, TX",Q3,FALSE,0.7048
48319,TX,"Mason County, TX",6617,0,0.100800967,0.899199033,0.781,0.787,3959,0.2724,0.3007,0.9115,0.5352,0.0146,"Mason County, TX",Q2,FALSE,0.5297000000000001
48321,TX,"Matagorda County, TX",26242,0.087569545,0.40461855,0.507811905,0.809,0.781,36251,0.9758,0.9723,0.9825,0.9122,0.7308,"Matagorda County, TX",Q4: Most vulnerable,TRUE,0.8784000000000001
48323,TX,"Maverick County, TX",24419,0.126049388,0.723289242,0.15066137,0.585,0.623,57806,0.9901,0.9971,0.9023,0.9997,0.8549,"Maverick County, TX",Q4: Most vulnerable,FALSE,0.80655
48325,TX,"Medina County, TX",36903,0.093298648,0.130883668,0.775817684,0.765,0.775,51432,0.741,0.4018,0.8562,0.9141,0.8209,"Medina County, TX",Q3,FALSE,0.758
48327,TX,"Menard County, TX",3751,0,0.240735804,0.759264196,0.706,0.749,1964,0.8606,0.9733,0.8629,0.7693,0.3322,"Menard County, TX",Q4: Most vulnerable,FALSE,0.8048
48329,TX,"Midland County, TX",84419,0.371740959,0.26271337,0.365545671,0.818,0.777,169393,0.7397,0.5867,0.6787,0.9077,0.7318,"Midland County, TX",Q3,FALSE,0.7583500000000001
48331,TX,"Milam County, TX",23034,0.003559955,0.268472693,0.727967353,0.604,0.595,25080,0.798,0.755,0.8648,0.7706,0.5714,"Milam County, TX",Q4: Most vulnerable,FALSE,0.6965
48333,TX,"Mills County, TX",8432,0.001897533,0.146940228,0.851162239,0.854,0.855,4501,0.4693,0.3283,0.9364,0.6618,0.1616,"Mills County, TX",Q2,FALSE,0.66215
48335,TX,"Mitchell County, TX",8097,0.018648882,0.456835865,0.524515253,0.911,0.915,8947,0.6958,0.5504,0.4206,0.8915,0.8218,"Mitchell County, TX",Q3,FALSE,0.8054
48337,TX,"Montague County, TX",21369,0.011979971,0.296410688,0.691609341,0.91,0.899,20197,0.5959,0.6484,0.8953,0.434,0.2211,"Montague County, TX",Q3,FALSE,0.74745
48339,TX,"Montgomery County, TX",248263,0.190825858,0.375613764,0.433560378,0.569,0.553,629989,0.5212,0.4451,0.4254,0.7579,0.5358,"Montgomery County, TX",Q3,FALSE,0.5371
48341,TX,"Moore County, TX",12724,0.07293304,0.675652311,0.251414649,0.989,0.981,21284,0.882,0.805,0.8358,0.9586,0.8011,"Moore County, TX",Q4: Most vulnerable,TRUE,0.9315
48343,TX,"Morris County, TX",10518,0.004848831,0.347024149,0.64812702,0.716,0.679,11993,0.7792,0.6872,0.9376,0.749,0.5033,"Morris County, TX",Q4: Most vulnerable,FALSE,0.7291000000000001
48345,TX,"Motley County, TX",2046,0.005376344,0.272238514,0.722385142,0.968,0.974,1223,0.1721,0.3236,0.5889,0.5616,0.0067,"Motley County, TX",Q1: Least vulnerable,FALSE,0.57305
48347,TX,"Nacogdoches County, TX",37748,0.089594151,0.169624881,0.740780969,0.62,0.6,64768,0.9952,0.972,0.9106,0.797,0.9984,"Nacogdoches County, TX",Q4: Most vulnerable,FALSE,0.7976
48349,TX,"Navarro County, TX",37574,0.046468303,0.253606217,0.69992548,0.749,0.736,52834,0.979,0.9628,0.9685,0.8565,0.8587,"Navarro County, TX",Q4: Most vulnerable,FALSE,0.8574999999999999
48351,TX,"Newton County, TX",10850,0.007926267,0.088202765,0.903870968,0.804,0.772,12333,0.8463,0.9574,0.4092,0.6128,0.7843,"Newton County, TX",Q4: Most vulnerable,TRUE,0.80915
48353,TX,"Nolan County, TX",12332,0.210509244,0.416639637,0.372851119,0.904,0.912,14657,0.9815,0.9255,0.9981,0.8571,0.8212,"Nolan County, TX",Q4: Most vulnerable,TRUE,0.94675
48355,TX,"Nueces County, TX",150910,0.813836061,0.090570539,0.0955934,0.639,0.658,353245,0.9351,0.9332,0.7801,0.9666,0.8492,"Nueces County, TX",Q4: Most vulnerable,FALSE,0.7965500000000001
48357,TX,"Ochiltree County, TX",8283,0.462030665,0.211638295,0.326331039,0.947,0.941,9924,0.8244,0.6863,0.9434,0.9163,0.5765,"Ochiltree County, TX",Q4: Most vulnerable,TRUE,0.8827
48359,TX,"Oldham County, TX",2110,0.001421801,0.371090047,0.627488152,0.907,0.914,2171,0.392,0.4496,0.1374,0.7146,0.4184,"Oldham County, TX",Q2,FALSE,0.653
48361,TX,"Orange County, TX",51497,0.049789308,0.394741441,0.555469251,0.874,0.886,84761,0.6853,0.594,0.8037,0.5476,0.6099,"Orange County, TX",Q3,FALSE,0.78565
48363,TX,"Palo Pinto County, TX",28602,0.123138242,0.202293546,0.674568212,0.912,0.919,28569,0.8015,0.9106,0.7515,0.6309,0.4738,"Palo Pinto County, TX",Q4: Most vulnerable,TRUE,0.86025
48365,TX,"Panola County, TX",19446,0.055846961,0.147948164,0.796204875,0.564,0.549,22540,0.7331,0.6456,0.8501,0.6389,0.5845,"Panola County, TX",Q3,FALSE,0.64105
48367,TX,"Parker County, TX",93615,0.048838327,0.149548683,0.801612989,0.916,0.925,151188,0.2638,0.321,0.2284,0.5119,0.258,"Parker County, TX",Q2,FALSE,0.5944
48369,TX,"Parmer County, TX",7871,0.501715157,0.146487105,0.351797739,0.795,0.81,9809,0.6596,0.6437,0.7833,0.9513,0.2797,"Parmer County, TX",Q3,FALSE,0.7348
48371,TX,"Pecos County, TX",12461,0.01693283,0.462723698,0.520343472,0.837,0.838,15114,0.9049,0.7474,0.6653,0.9771,0.9885,"Pecos County, TX",Q4: Most vulnerable,TRUE,0.8714500000000001
48373,TX,"Polk County, TX",32663,0.050577106,0.225178336,0.724244558,0.699,0.678,50536,0.9208,0.9262,0.8858,0.6532,0.8412,"Polk County, TX",Q4: Most vulnerable,FALSE,0.7994
48375,TX,"Potter County, TX",59109,0.673298482,0.098885111,0.227816407,0.986,0.979,117905,0.9889,0.9485,0.8788,0.9052,0.9936,"Potter County, TX",Q4: Most vulnerable,TRUE,0.98395
48377,TX,"Presidio County, TX",6311,0,0.636666138,0.363333862,0.958,0.953,6168,0.9933,1,0.9669,0.9825,0.7219,"Presidio County, TX",Q4: Most vulnerable,TRUE,0.97315
48379,TX,"Rains County, TX",9942,0.012070006,0.159122913,0.828807081,0.649,0.624,12257,0.4706,0.3318,0.9185,0.4636,0.2615,"Rains County, TX",Q2,FALSE,0.5473
48381,TX,"Randall County, TX",67260,0.57906631,0.096981861,0.323951829,0.977,0.97,141489,0.3519,0.2154,0.3751,0.6936,0.4839,"Randall County, TX",Q2,FALSE,0.6609499999999999
48383,TX,"Reagan County, TX",4103,0.002924689,0.613697295,0.383378016,0.897,0.872,3308,0.5052,0.5794,0.4276,0.979,0.1919,"Reagan County, TX",Q3,FALSE,0.6886
